patient_id,image_id,pixel_foreground,total_pixel
1267.jpg,1267.jpg,15670,136530
1469.jpg,1469.jpg,3901,144708
1253.jpg,1253.jpg,47154,141024
1468.jpg,1468.jpg,3617,146276
1281.jpg,1281.jpg,16695,111492
1429.jpg,1429.jpg,7379,143764
1430.jpg,1430.jpg,4238,142569
1461.jpg,1461.jpg,17556,105930
1308.jpg,1308.jpg,40588,112209
1275.jpg,1275.jpg,42669,108864
1284.jpg,1284.jpg,60290,139490
1363.jpg,1363.jpg,33048,107675
1314.jpg,1314.jpg,33832,69000
1323.jpg,1323.jpg,30957,111222
1434.jpg,1434.jpg,8350,143206
1455.jpg,1455.jpg,31758,127500
1320.jpg,1320.jpg,1889,73710
1418.jpg,1418.jpg,10090,163241
1264.jpg,1264.jpg,2972,65095
1477.jpg,1477.jpg,4140,117306
1335.jpg,1335.jpg,47475,134808
1293.jpg,1293.jpg,3157,99450
1467.jpg,1467.jpg,2818,89996
1364.jpg,1364.jpg,77775,140529
1299.jpg,1299.jpg,9251,133650
1313.jpg,1313.jpg,16282,141312
1396.jpg,1396.jpg,1676,137088
1435.jpg,1435.jpg,15842,118829
1279.jpg,1279.jpg,20318,92510
1358.jpg,1358.jpg,39456,119009
1268.jpg,1268.jpg,60738,114821
1406.jpg,1406.jpg,19668,94284
1470.jpg,1470.jpg,7427,108498
1407.jpg,1407.jpg,14240,94608
1448.jpg,1448.jpg,4734,133575
1311.jpg,1311.jpg,5908,156815
1456.jpg,1456.jpg,36677,128557
1380.jpg,1380.jpg,4112,91728
1391.jpg,1391.jpg,21412,137015
1291.jpg,1291.jpg,68085,125235
1419.jpg,1419.jpg,18319,172334
1235.jpg,1235.jpg,33285,127908
1297.jpg,1297.jpg,70872,180642
1444.jpg,1444.jpg,4437,132020
1466.jpg,1466.jpg,1964,90770
1246.jpg,1246.jpg,31246,123760
1464.jpg,1464.jpg,2592,91374
1257.jpg,1257.jpg,25205,154000
1236.jpg,1236.jpg,17561,139120
1405.jpg,1405.jpg,12518,93732
1345.jpg,1345.jpg,40112,135219
1265.jpg,1265.jpg,6659,67850
1399.jpg,1399.jpg,7309,107702
1346.jpg,1346.jpg,4640,136290
1361.jpg,1361.jpg,30711,74820
1354.jpg,1354.jpg,29558,137196
1234.jpg,1234.jpg,7024,129688
1277.jpg,1277.jpg,25162,132788
1415.jpg,1415.jpg,11210,134136
1383.jpg,1383.jpg,35224,85705
1475.jpg,1475.jpg,3732,96696
1401.jpg,1401.jpg,5808,120080
1445.jpg,1445.jpg,4405,135630
1329.jpg,1329.jpg,10675,129456
1425.jpg,1425.jpg,11578,134561
1262.jpg,1262.jpg,35509,142617
1325.jpg,1325.jpg,3313,88236
1344.jpg,1344.jpg,12280,148928
1412.jpg,1412.jpg,53917,129239
1398.jpg,1398.jpg,18998,107146
1255.jpg,1255.jpg,10635,121200
1376.jpg,1376.jpg,47550,125488
1266.jpg,1266.jpg,12211,73914
1379.jpg,1379.jpg,7095,93572
1417.jpg,1417.jpg,14351,140080
1457.jpg,1457.jpg,2349,134970
1428.jpg,1428.jpg,17724,133104
1336.jpg,1336.jpg,5323,132753
1368.jpg,1368.jpg,5587,108810
1426.jpg,1426.jpg,11237,105400
1463.jpg,1463.jpg,5853,106893
1442.jpg,1442.jpg,6715,93886
1414.jpg,1414.jpg,12169,186400
1381.jpg,1381.jpg,14729,91123
1295.jpg,1295.jpg,30218,156695
1333.jpg,1333.jpg,6551,139025
1449.jpg,1449.jpg,4194,134865
1382.jpg,1382.jpg,35257,92022
1286.jpg,1286.jpg,13337,135379
1339.jpg,1339.jpg,1919,161070
1438.jpg,1438.jpg,3233,87535
1387.jpg,1387.jpg,19231,157842
1341.jpg,1341.jpg,3112,80512
1307.jpg,1307.jpg,21031,109760
1367.jpg,1367.jpg,8827,126480
1306.jpg,1306.jpg,29713,83780
1252.jpg,1252.jpg,67765,139128
1315.jpg,1315.jpg,40065,81066
1362.jpg,1362.jpg,7019,111078
1366.jpg,1366.jpg,14335,124722
1250.jpg,1250.jpg,61048,130923
1245.jpg,1245.jpg,20659,142476
1317.jpg,1317.jpg,727,134808
1342.jpg,1342.jpg,2259,75589
1390.jpg,1390.jpg,8023,134890
1481.jpg,1481.jpg,11408,88109
1356.jpg,1356.jpg,20276,119491
1300.jpg,1300.jpg,9442,98778
1340.jpg,1340.jpg,23246,80162
1460.jpg,1460.jpg,20303,94308
1347.jpg,1347.jpg,34545,157182
1373.jpg,1373.jpg,19700,70056
1472.jpg,1472.jpg,57679,108720
1441.jpg,1441.jpg,5984,107840
1258.jpg,1258.jpg,45034,122544
1330.jpg,1330.jpg,32085,112158
1352.jpg,1352.jpg,9423,117607
1288.jpg,1288.jpg,1186,47880
1319.jpg,1319.jpg,16940,132840
1440.jpg,1440.jpg,20306,98826
1294.jpg,1294.jpg,64844,157700
1480.jpg,1480.jpg,9169,84680
1328.jpg,1328.jpg,9070,90846
1450.jpg,1450.jpg,1749,112254
1392.jpg,1392.jpg,1756,134970
1404.jpg,1404.jpg,6598,119340
1321.jpg,1321.jpg,5707,75900
1276.jpg,1276.jpg,45881,107900
1439.jpg,1439.jpg,6696,68326
1242.jpg,1242.jpg,3440,144282
1269.jpg,1269.jpg,1432,113770
1349.jpg,1349.jpg,13139,105090
1371.jpg,1371.jpg,11277,63196
1386.jpg,1386.jpg,22946,138095
1393.jpg,1393.jpg,48819,159588
1322.jpg,1322.jpg,2975,87612
1256.jpg,1256.jpg,21581,148144
1416.jpg,1416.jpg,9848,129876
1247.jpg,1247.jpg,5548,124440
1395.jpg,1395.jpg,6616,163660
1324.jpg,1324.jpg,39562,107672
1424.jpg,1424.jpg,7704,146540
1437.jpg,1437.jpg,6447,116820
1334.jpg,1334.jpg,2227,134638
1327.jpg,1327.jpg,2982,93174
1237.jpg,1237.jpg,14022,131871
1422.jpg,1422.jpg,5469,107730
1312.jpg,1312.jpg,1176,174386
1453.jpg,1453.jpg,95746,161348
1270.jpg,1270.jpg,10802,156294
1427.jpg,1427.jpg,6693,134991
1378.jpg,1378.jpg,12033,91930
1384.jpg,1384.jpg,8143,148896
1332.jpg,1332.jpg,13717,138170
1303.jpg,1303.jpg,35356,102340
1259.jpg,1259.jpg,8281,145393
1249.jpg,1249.jpg,46361,112712
1351.jpg,1351.jpg,3350,116339
1298.jpg,1298.jpg,10673,135379
1357.jpg,1357.jpg,44222,126198
1421.jpg,1421.jpg,4750,159744
1304.jpg,1304.jpg,3815,178145
1433.jpg,1433.jpg,4322,142848
1326.jpg,1326.jpg,5525,95360
1301.jpg,1301.jpg,7759,100955
1423.jpg,1423.jpg,6231,144385
1280.jpg,1280.jpg,7438,77203
1331.jpg,1331.jpg,55178,141024
1343.jpg,1343.jpg,28647,125147
1413.jpg,1413.jpg,2631,185663
1239.jpg,1239.jpg,52335,127020
1287.jpg,1287.jpg,5798,51525
1397.jpg,1397.jpg,2993,160223
1385.jpg,1385.jpg,2382,143838
1365.jpg,1365.jpg,8534,135960
1273.jpg,1273.jpg,42427,122055
1292.jpg,1292.jpg,4619,121056
1272.jpg,1272.jpg,2354,114086
1338.jpg,1338.jpg,45315,159775
1377.jpg,1377.jpg,25244,92610
1244.jpg,1244.jpg,16760,135790
1238.jpg,1238.jpg,16248,116610
1305.jpg,1305.jpg,39105,175824
1446.jpg,1446.jpg,3251,111220
1451.jpg,1451.jpg,1716,128375
1353.jpg,1353.jpg,19962,115500
1454.jpg,1454.jpg,8324,101238
1372.jpg,1372.jpg,28572,139025
1388.jpg,1388.jpg,4903,95875
1254.jpg,1254.jpg,23065,112690
1316.jpg,1316.jpg,1281,99050
1310.jpg,1310.jpg,18360,146982
1394.jpg,1394.jpg,2477,144801
1274.jpg,1274.jpg,33242,109242
1263.jpg,1263.jpg,7675,140151
1458.jpg,1458.jpg,19567,134890
1360.jpg,1360.jpg,26329,122356
1348.jpg,1348.jpg,4179,156021
1474.jpg,1474.jpg,12564,95116
1289.jpg,1289.jpg,78097,118335
1337.jpg,1337.jpg,3769,160962
1459.jpg,1459.jpg,2300,111136
1452.jpg,1452.jpg,50315,162680
1350.jpg,1350.jpg,13181,116376
1260.jpg,1260.jpg,28652,166605
1443.jpg,1443.jpg,6236,93555
1540.jpg,1540.jpg,3539,158403
1568.jpg,1568.jpg,22558,100650
1619.jpg,1619.jpg,15382,91416
1519.jpg,1519.jpg,6927,126280
1653.jpg,1653.jpg,26632,154422
1494.jpg,1494.jpg,8613,137448
1656.jpg,1656.jpg,3617,135864
1502.jpg,1502.jpg,4383,133575
1688.jpg,1688.jpg,11807,132728
1538.jpg,1538.jpg,15260,137274
1694.jpg,1694.jpg,13668,142206
1583.jpg,1583.jpg,11828,118012
1529.jpg,1529.jpg,34799,124384
1588.jpg,1588.jpg,13954,154050
1544.jpg,1544.jpg,7744,124752
1611.jpg,1611.jpg,11092,69158
1612.jpg,1612.jpg,8106,107124
1506.jpg,1506.jpg,1643,148086
1503.jpg,1503.jpg,8049,134890
1624.jpg,1624.jpg,16000,83834
1621.jpg,1621.jpg,6386,124046
1590.jpg,1590.jpg,11763,196040
1586.jpg,1586.jpg,8736,123708
1662.jpg,1662.jpg,44235,160218
1608.jpg,1608.jpg,19449,153282
1714.jpg,1714.jpg,28603,161348
1610.jpg,1610.jpg,20234,69069
1613.jpg,1613.jpg,14116,108360
1655.jpg,1655.jpg,18173,138276
1582.jpg,1582.jpg,17538,120120
1685.jpg,1685.jpg,23931,143592
1551.jpg,1551.jpg,11509,90848
1592.jpg,1592.jpg,18344,134808
1512.jpg,1512.jpg,6227,141312
1643.jpg,1643.jpg,14413,116518
1558.jpg,1558.jpg,7909,150696
1628.jpg,1628.jpg,4902,108097
1543.jpg,1543.jpg,5034,124384
1700.jpg,1700.jpg,15605,139776
1642.jpg,1642.jpg,4417,140760
1692.jpg,1692.jpg,39984,143964
1587.jpg,1587.jpg,8789,123708
1713.jpg,1713.jpg,17299,89148
1598.jpg,1598.jpg,2387,128625
1698.jpg,1698.jpg,20880,107388
1524.jpg,1524.jpg,2751,123312
1671.jpg,1671.jpg,4087,135942
1509.jpg,1509.jpg,5555,165517
1647.jpg,1647.jpg,53832,161896
1523.jpg,1523.jpg,28587,125364
1640.jpg,1640.jpg,1653,139594
1710.jpg,1710.jpg,14112,86240
1565.jpg,1565.jpg,4660,135710
1691.jpg,1691.jpg,102849,142835
1505.jpg,1505.jpg,3079,155652
1600.jpg,1600.jpg,4567,134232
1508.jpg,1508.jpg,25635,165600
1615.jpg,1615.jpg,7194,146264
1607.jpg,1607.jpg,3903,137942
1576.jpg,1576.jpg,3913,122694
1636.jpg,1636.jpg,5902,153300
1517.jpg,1517.jpg,3277,152100
1669.jpg,1669.jpg,4024,124254
1696.jpg,1696.jpg,25867,119712
1556.jpg,1556.jpg,5791,145464
1593.jpg,1593.jpg,14537,136863
1659.jpg,1659.jpg,11423,122760
1601.jpg,1601.jpg,17566,116843
1626.jpg,1626.jpg,32579,109228
1516.jpg,1516.jpg,2137,157248
1690.jpg,1690.jpg,10361,115872
1578.jpg,1578.jpg,7554,118327
1717.jpg,1717.jpg,128281,278832
1563.jpg,1563.jpg,5016,135630
1666.jpg,1666.jpg,79738,156972
1554.jpg,1554.jpg,7150,126511
1561.jpg,1561.jpg,2049,126820
1670.jpg,1670.jpg,9875,110136
1667.jpg,1667.jpg,12390,162108
1542.jpg,1542.jpg,8772,125398
1549.jpg,1549.jpg,4057,130896
1632.jpg,1632.jpg,58226,140352
1699.jpg,1699.jpg,14395,119350
1498.jpg,1498.jpg,2709,125195
1650.jpg,1650.jpg,3354,130968
1654.jpg,1654.jpg,12566,110656
1680.jpg,1680.jpg,33842,107124
1631.jpg,1631.jpg,22977,75112
1622.jpg,1622.jpg,13725,93670
1701.jpg,1701.jpg,8966,87278
1591.jpg,1591.jpg,1064,198900
1488.jpg,1488.jpg,23078,150768
1661.jpg,1661.jpg,14294,133903
1594.jpg,1594.jpg,15664,136452
1681.jpg,1681.jpg,13944,143756
1660.jpg,1660.jpg,5223,147126
1673.jpg,1673.jpg,2393,129150
1635.jpg,1635.jpg,21016,134310
1658.jpg,1658.jpg,41852,169736
1496.jpg,1496.jpg,2601,136680
1634.jpg,1634.jpg,15199,133660
1515.jpg,1515.jpg,1788,131138
1532.jpg,1532.jpg,5497,180184
1531.jpg,1531.jpg,6896,177242
1527.jpg,1527.jpg,43974,122740
1589.jpg,1589.jpg,14086,175775
1606.jpg,1606.jpg,8978,76986
1541.jpg,1541.jpg,12089,127875
1633.jpg,1633.jpg,59824,162184
1702.jpg,1702.jpg,4412,111848
1609.jpg,1609.jpg,20038,71990
1657.jpg,1657.jpg,36596,143244
1575.jpg,1575.jpg,5957,120684
1651.jpg,1651.jpg,39081,126791
1676.jpg,1676.jpg,9352,87300
1644.jpg,1644.jpg,55552,170562
1686.jpg,1686.jpg,68012,105030
1704.jpg,1704.jpg,45679,160244
1645.jpg,1645.jpg,48960,123342
1617.jpg,1617.jpg,6638,136863
1707.jpg,1707.jpg,76794,140244
1684.jpg,1684.jpg,17293,123786
1718.jpg,1718.jpg,27648,101618
1530.jpg,1530.jpg,18231,110840
1571.jpg,1571.jpg,7332,133089
1639.jpg,1639.jpg,17151,86136
1687.jpg,1687.jpg,38916,132300
1497.jpg,1497.jpg,2756,124440
1487.jpg,1487.jpg,37246,189914
1513.jpg,1513.jpg,4036,88396
1649.jpg,1649.jpg,39264,149604
1485.jpg,1485.jpg,16034,162966
1490.jpg,1490.jpg,17081,121737
1501.jpg,1501.jpg,2364,148992
1614.jpg,1614.jpg,5404,107388
1570.jpg,1570.jpg,9016,159185
1553.jpg,1553.jpg,3456,125060
1579.jpg,1579.jpg,4105,120309
1573.jpg,1573.jpg,8633,133334
1547.jpg,1547.jpg,30378,159598
1693.jpg,1693.jpg,3977,158410
1603.jpg,1603.jpg,16683,137760
1555.jpg,1555.jpg,7267,121410
1483.jpg,1483.jpg,3685,200838
1566.jpg,1566.jpg,34772,183360
1557.jpg,1557.jpg,4568,153965
1682.jpg,1682.jpg,78813,164920
1711.jpg,1711.jpg,83973,127566
1595.jpg,1595.jpg,18826,160765
1623.jpg,1623.jpg,21514,108996
1574.jpg,1574.jpg,3653,133334
1522.jpg,1522.jpg,2041,134653
1716.jpg,1716.jpg,9896,160140
1567.jpg,1567.jpg,968,133250
1585.jpg,1585.jpg,42595,120032
1683.jpg,1683.jpg,6078,152958
1665.jpg,1665.jpg,11343,121094
1520.jpg,1520.jpg,6924,124150
1646.jpg,1646.jpg,8778,157320
1679.jpg,1679.jpg,22441,175149
1560.jpg,1560.jpg,8895,176460
1596.jpg,1596.jpg,1906,159176
1637.jpg,1637.jpg,31240,151466
1564.jpg,1564.jpg,21651,138096
1703.jpg,1703.jpg,8332,109074
1697.jpg,1697.jpg,42496,182410
1499.jpg,1499.jpg,10985,122018
1678.jpg,1678.jpg,45944,168662
1715.jpg,1715.jpg,7015,149612
1546.jpg,1546.jpg,13239,134890
1630.jpg,1630.jpg,12200,84488
1709.jpg,1709.jpg,139188,643200
1491.jpg,1491.jpg,19956,158976
1482.jpg,1482.jpg,5321,90457
1629.jpg,1629.jpg,5346,100104
1526.jpg,1526.jpg,7291,124440
1492.jpg,1492.jpg,18698,154011
1638.jpg,1638.jpg,63619,170280
1625.jpg,1625.jpg,1577,94866
1521.jpg,1521.jpg,3438,176646
1602.jpg,1602.jpg,23387,104596
1672.jpg,1672.jpg,10905,79764
1620.jpg,1620.jpg,5393,140904
1535.jpg,1535.jpg,3502,165501
1525.jpg,1525.jpg,20801,124046
1545.jpg,1545.jpg,3416,141276
1504.jpg,1504.jpg,10623,138756
1562.jpg,1562.jpg,2437,107700
1641.jpg,1641.jpg,1207,129682
1533.jpg,1533.jpg,3722,163170
1708.jpg,1708.jpg,2544,123840
1486.jpg,1486.jpg,18126,156372
1705.jpg,1705.jpg,8267,179190
1663.jpg,1663.jpg,10101,105710
1605.jpg,1605.jpg,4938,157920
1510.jpg,1510.jpg,8111,195408
1652.jpg,1652.jpg,40036,120908
1493.jpg,1493.jpg,13315,135630
1616.jpg,1616.jpg,7430,144690
1604.jpg,1604.jpg,7826,95734
1706.jpg,1706.jpg,18748,118961
1572.jpg,1572.jpg,13008,133824
1674.jpg,1674.jpg,9253,78897
1648.jpg,1648.jpg,25648,158179
1627.jpg,1627.jpg,25999,106182
1668.jpg,1668.jpg,48899,135300
1552.jpg,1552.jpg,9771,125514
1695.jpg,1695.jpg,15682,139400
1536.jpg,1536.jpg,2717,163680
1548.jpg,1548.jpg,6053,159185
1507.jpg,1507.jpg,5652,169342
1712.jpg,1712.jpg,39006,67555
1569.jpg,1569.jpg,12724,103272
1584.jpg,1584.jpg,9994,114708
1514.jpg,1514.jpg,16135,86674
1518.jpg,1518.jpg,9916,136320
1597.jpg,1597.jpg,13707,121296
1689.jpg,1689.jpg,14376,124745
1559.jpg,1559.jpg,9243,172678
1550.jpg,1550.jpg,8985,129833
1664.jpg,1664.jpg,34856,121110
1599.jpg,1599.jpg,12122,125398
1489.jpg,1489.jpg,1216,162190
1534.jpg,1534.jpg,25353,164008
1495.jpg,1495.jpg,3862,122718
1500.jpg,1500.jpg,2320,171644
1484.jpg,1484.jpg,16612,156312
1618.jpg,1618.jpg,6026,85550
1511.jpg,1511.jpg,6096,141642
1537.jpg,1537.jpg,10639,157450
1528.jpg,1528.jpg,55709,124146
1677.jpg,1677.jpg,48969,186872
1675.jpg,1675.jpg,4417,83520
1580.jpg,1580.jpg,25787,115752
1539.jpg,1539.jpg,744,107415
1581.jpg,1581.jpg,29558,119355
1577.jpg,1577.jpg,4625,118660
1850.jpg,1850.jpg,1080,83808
1800.jpg,1800.jpg,79227,138432
1892.jpg,1892.jpg,71453,594918
1907.jpg,1907.jpg,3664,101099
1917.jpg,1917.jpg,4203,124533
1781.jpg,1781.jpg,12001,139360
1733.jpg,1733.jpg,43781,136120
1938.jpg,1938.jpg,4277,134970
1816.jpg,1816.jpg,41718,99081
1813.jpg,1813.jpg,40466,149396
1903.jpg,1903.jpg,1614,137196
1796.jpg,1796.jpg,78839,109552
1793.jpg,1793.jpg,5962,138240
1873.jpg,1873.jpg,11334,133980
1726.jpg,1726.jpg,2768,194732
1776.jpg,1776.jpg,40306,97644
1954.jpg,1954.jpg,2614,144976
1913.jpg,1913.jpg,13454,99330
1809.jpg,1809.jpg,59121,161020
1946.jpg,1946.jpg,9678,78925
1846.jpg,1846.jpg,53731,130368
1812.jpg,1812.jpg,30915,160816
1930.jpg,1930.jpg,26491,167028
1844.jpg,1844.jpg,48297,109552
1928.jpg,1928.jpg,23867,158148
1957.jpg,1957.jpg,23957,105608
1877.jpg,1877.jpg,34544,93520
1736.jpg,1736.jpg,13729,126440
1732.jpg,1732.jpg,4560,120085
1926.jpg,1926.jpg,3309,106420
1760.jpg,1760.jpg,60866,159712
1949.jpg,1949.jpg,28313,137365
1940.jpg,1940.jpg,5947,133660
1747.jpg,1747.jpg,38303,94360
1861.jpg,1861.jpg,8502,107250
1720.jpg,1720.jpg,27035,125538
1761.jpg,1761.jpg,52890,138516
1785.jpg,1785.jpg,12300,136485
1936.jpg,1936.jpg,25880,141728
1783.jpg,1783.jpg,13224,142197
1889.jpg,1889.jpg,17047,65964
1784.jpg,1784.jpg,101446,164736
1765.jpg,1765.jpg,37167,87780
1848.jpg,1848.jpg,2616,87000
1745.jpg,1745.jpg,27067,128685
1722.jpg,1722.jpg,39690,119852
1919.jpg,1919.jpg,27611,138844
1811.jpg,1811.jpg,24546,140868
1849.jpg,1849.jpg,5168,82919
1860.jpg,1860.jpg,8162,115797
1927.jpg,1927.jpg,6377,109495
1826.jpg,1826.jpg,20626,157824
1886.jpg,1886.jpg,4093,94805
1867.jpg,1867.jpg,45864,143172
1856.jpg,1856.jpg,34000,148131
1908.jpg,1908.jpg,43102,137116
1920.jpg,1920.jpg,7947,88374
1831.jpg,1831.jpg,5887,134397
1807.jpg,1807.jpg,18812,105794
1852.jpg,1852.jpg,27675,100100
1866.jpg,1866.jpg,25629,143954
1758.jpg,1758.jpg,8795,137760
1774.jpg,1774.jpg,31392,127193
1897.jpg,1897.jpg,18911,133380
1798.jpg,1798.jpg,20550,90750
1922.jpg,1922.jpg,7323,170280
1754.jpg,1754.jpg,16562,68973
1804.jpg,1804.jpg,35265,73227
1727.jpg,1727.jpg,2655,134808
1759.jpg,1759.jpg,54353,156527
1829.jpg,1829.jpg,17906,125563
1832.jpg,1832.jpg,6135,108528
1790.jpg,1790.jpg,161343,538164
1766.jpg,1766.jpg,43988,163611
1935.jpg,1935.jpg,31635,156456
1942.jpg,1942.jpg,25653,90090
1742.jpg,1742.jpg,53184,159418
1895.jpg,1895.jpg,25903,113544
1792.jpg,1792.jpg,6636,132606
1819.jpg,1819.jpg,80529,159444
1740.jpg,1740.jpg,71559,131655
1791.jpg,1791.jpg,9278,101738
1797.jpg,1797.jpg,7009,108568
1782.jpg,1782.jpg,2700,107503
1824.jpg,1824.jpg,7839,158235
1725.jpg,1725.jpg,605,177708
1789.jpg,1789.jpg,33599,133250
1777.jpg,1777.jpg,4577,100548
1855.jpg,1855.jpg,30164,126868
1956.jpg,1956.jpg,23429,82895
1803.jpg,1803.jpg,19014,123442
1801.jpg,1801.jpg,13859,137862
1876.jpg,1876.jpg,24110,135630
1743.jpg,1743.jpg,28105,157680
1764.jpg,1764.jpg,14463,79132
1894.jpg,1894.jpg,20584,124384
1770.jpg,1770.jpg,27080,147465
1756.jpg,1756.jpg,96449,135632
1799.jpg,1799.jpg,7031,76824
1751.jpg,1751.jpg,18917,99735
1896.jpg,1896.jpg,104872,706116
1921.jpg,1921.jpg,20980,90228
1840.jpg,1840.jpg,35927,136863
1823.jpg,1823.jpg,59213,122304
1915.jpg,1915.jpg,3194,141100
1887.jpg,1887.jpg,37727,81496
1738.jpg,1738.jpg,8554,144320
1728.jpg,1728.jpg,19038,135630
1862.jpg,1862.jpg,2372,102391
1868.jpg,1868.jpg,93839,133496
1885.jpg,1885.jpg,2199,123804
1750.jpg,1750.jpg,22940,106666
1778.jpg,1778.jpg,70327,148570
1817.jpg,1817.jpg,915,110105
1872.jpg,1872.jpg,22693,112993
1805.jpg,1805.jpg,33417,124852
1912.jpg,1912.jpg,31402,137608
1898.jpg,1898.jpg,5990,71577
1828.jpg,1828.jpg,20509,143172
1880.jpg,1880.jpg,90780,624334
1905.jpg,1905.jpg,43134,119000
1909.jpg,1909.jpg,14681,134152
1780.jpg,1780.jpg,9632,138768
1833.jpg,1833.jpg,49404,135630
1865.jpg,1865.jpg,23408,115591
1835.jpg,1835.jpg,38043,141752
1939.jpg,1939.jpg,31496,133496
1762.jpg,1762.jpg,75140,131922
1883.jpg,1883.jpg,26894,140866
1901.jpg,1901.jpg,3863,67744
1731.jpg,1731.jpg,6042,116388
1857.jpg,1857.jpg,31743,128538
1749.jpg,1749.jpg,5144,160290
1882.jpg,1882.jpg,24750,114240
1729.jpg,1729.jpg,14300,141168
1932.jpg,1932.jpg,9664,126711
1775.jpg,1775.jpg,44610,126170
1845.jpg,1845.jpg,18312,106572
1724.jpg,1724.jpg,9192,133334
1843.jpg,1843.jpg,59804,120336
1741.jpg,1741.jpg,6016,187746
1744.jpg,1744.jpg,17179,162564
1854.jpg,1854.jpg,48063,161408
1827.jpg,1827.jpg,30743,91613
1924.jpg,1924.jpg,33542,93786
1818.jpg,1818.jpg,52289,119720
1893.jpg,1893.jpg,28333,120960
1875.jpg,1875.jpg,24509,135877
1858.jpg,1858.jpg,12252,111360
1746.jpg,1746.jpg,35032,133920
1847.jpg,1847.jpg,39903,89102
1906.jpg,1906.jpg,14229,99520
1952.jpg,1952.jpg,57063,132435
1830.jpg,1830.jpg,33091,123900
1934.jpg,1934.jpg,37583,158112
1910.jpg,1910.jpg,16576,133250
1945.jpg,1945.jpg,67146,121362
1902.jpg,1902.jpg,48217,141860
1916.jpg,1916.jpg,58357,161435
1933.jpg,1933.jpg,3279,113904
0000.jpg,0000.jpg,14634,126228
0001.jpg,0001.jpg,40823,324684
0002.jpg,0002.jpg,13384,90432
0129.jpg,0129.jpg,58481,105610
0061.jpg,0061.jpg,108645,305660
0162.jpg,0162.jpg,9491,91902
0222.jpg,0222.jpg,7865,99360
0047.jpg,0047.jpg,13452,75308
0133.jpg,0133.jpg,3413,103976
0172.jpg,0172.jpg,32117,105294
0141.jpg,0141.jpg,32694,82890
0213.jpg,0213.jpg,5849,187980
0136.jpg,0136.jpg,46516,120960
0008.jpg,0008.jpg,7558,125430
0166.jpg,0166.jpg,40556,76953
0164.jpg,0164.jpg,37125,139740
0221.jpg,0221.jpg,20411,91584
0142.jpg,0142.jpg,21390,58794
0188.jpg,0188.jpg,9284,66528
0151.jpg,0151.jpg,23545,101738
0089.jpg,0089.jpg,16406,162009
0198.jpg,0198.jpg,59009,171312
0055.jpg,0055.jpg,4428,114000
0070.jpg,0070.jpg,29014,170004
0161.jpg,0161.jpg,21945,93058
0145.jpg,0145.jpg,18456,117633
0106.jpg,0106.jpg,13614,95284
0175.jpg,0175.jpg,17364,110834
0156.jpg,0156.jpg,143923,266430
0007.jpg,0007.jpg,25676,180588
0170.jpg,0170.jpg,22985,91770
0139.jpg,0139.jpg,50514,122840
0160.jpg,0160.jpg,50561,224455
0027.jpg,0027.jpg,23227,92160
0117.jpg,0117.jpg,62034,163625
0020.jpg,0020.jpg,52088,124488
0130.jpg,0130.jpg,46872,88944
0154.jpg,0154.jpg,39125,78120
0105.jpg,0105.jpg,29282,91692
0111.jpg,0111.jpg,63992,104304
0031.jpg,0031.jpg,22431,125364
0190.jpg,0190.jpg,3375,90118
0138.jpg,0138.jpg,5786,106446
0015.jpg,0015.jpg,9857,78385
0210.jpg,0210.jpg,34881,93636
0194.jpg,0194.jpg,29073,99029
0051.jpg,0051.jpg,8961,142820
0159.jpg,0159.jpg,10017,114144
0030.jpg,0030.jpg,3975,126447
0088.jpg,0088.jpg,60525,143605
0195.jpg,0195.jpg,23820,140712
0174.jpg,0174.jpg,15584,109989
0075.jpg,0075.jpg,20049,79240
0080.jpg,0080.jpg,1744,89012
0189.jpg,0189.jpg,53327,92701
0050.jpg,0050.jpg,2168,142104
0131.jpg,0131.jpg,31170,91956
0185.jpg,0185.jpg,15709,121716
0135.jpg,0135.jpg,13597,79395
0058.jpg,0058.jpg,39399,99224
0148.jpg,0148.jpg,2621,92415
0181.jpg,0181.jpg,80831,317220
0018.jpg,0018.jpg,34151,90720
0123.jpg,0123.jpg,7613,75852
0113.jpg,0113.jpg,7564,126140
0048.jpg,0048.jpg,45406,69174
0199.jpg,0199.jpg,13508,168777
0038.jpg,0038.jpg,45594,69376
0128.jpg,0128.jpg,55428,111888
0202.jpg,0202.jpg,10893,86411
0208.jpg,0208.jpg,93693,173763
0125.jpg,0125.jpg,37170,131454
0152.jpg,0152.jpg,20103,124830
0218.jpg,0218.jpg,10559,101238
0216.jpg,0216.jpg,24319,120890
0147.jpg,0147.jpg,38381,82082
0013.jpg,0013.jpg,8802,67077
0081.jpg,0081.jpg,33301,91035
0097.jpg,0097.jpg,11123,75844
0092.jpg,0092.jpg,33747,97869
0049.jpg,0049.jpg,3984,162260
0021.jpg,0021.jpg,1351,82656
0153.jpg,0153.jpg,2253,122740
0093.jpg,0093.jpg,30549,135736
0024.jpg,0024.jpg,65209,159197
0091.jpg,0091.jpg,40490,99712
0009.jpg,0009.jpg,11758,125736
0100.jpg,0100.jpg,71386,107910
0205.jpg,0205.jpg,21710,84672
0040.jpg,0040.jpg,7135,102648
0084.jpg,0084.jpg,5818,120505
0109.jpg,0109.jpg,17765,78477
0165.jpg,0165.jpg,27488,131528
0217.jpg,0217.jpg,2567,119880
0036.jpg,0036.jpg,94805,297070
0096.jpg,0096.jpg,16845,78078
